Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.37,20.88,26.43,25.8,92.43,103.95,35.35,-66.31,-82.62,-9.68,20.88,25.8,26.43,0,5.55,0.77
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,23.99,28.48,23.05,20.45,122.96,24.42,73.4,-99.78,3.04,-52.06,20.45,23.05,28.48,0,8.03,-0.35
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.55,34.35,24.89,23.42,127.51,8.49,30.05,-99.45,22.38,-6.31,23.42,24.89,34.35,0,10.93,-0.73
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.0,23.39,27.56,30.06,4.52,90.9,64.48,22.84,-65.82,-35.91,23.39,27.56,30.06,0,6.67,0.25
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.13,28.99,20.59,22.8,130.31,20.99,4.68,-106.29,3.88,18.8,20.59,22.8,28.99,0,8.4,-0.47
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.55,21.41,25.48,26.76,92.05,-29.95,5.57,-66.45,55.21,17.22,21.41,25.48,26.76,0,5.35,0.52
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.21,29.22,20.6,22.8,-86.61,85.15,17.59,111.77,6.7,-61.97,20.6,22.8,29.22,0,8.62,-0.49
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.13,23.7,30.13,27.55,60.43,-70.49,-18.97,-32.04,94.2,48.26,23.7,27.55,30.13,0,6.43,0.2
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.51,34.42,24.83,23.29,-114.18,58.03,-34.07,138.74,-24.32,58.34,23.29,24.83,34.42,0,11.13,-0.72
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.86,28.32,22.84,20.41,61.16,-88.11,-37.72,-35.51,109.84,61.91,20.41,22.84,28.32,0,7.91,-0.39
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.3,20.81,26.37,25.73,70.4,-35.81,-71.92,-44.81,62.15,92.88,20.81,25.73,26.37,0,5.56,0.77
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.8,28.22,22.75,20.42,65.62,-47.61,-13.54,-39.52,70.59,35.85,20.42,22.75,28.22,0,7.8,-0.4
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,30.79,38.37,29.29,24.7,12.98,117.42,97.79,12.02,-86.56,-61.31,24.7,29.29,38.37,0,13.67,-0.33
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,27.78,21.14,25.02,37.18,-38.49,24.39,77.51,60.86,1.88,-42.8,21.14,25.02,37.18,0,16.04,-0.52
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,28.11,36.11,21.06,27.16,-70.06,30.54,81.37,91.27,4.1,-52.9,21.06,27.16,36.11,0,15.05,-0.19
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,30.86,38.54,29.17,24.88,14.23,45.16,105.22,-79.85,15.11,-7.29,24.88,29.17,38.54,0,13.66,-0.37
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,27.78,37.15,21.16,25.02,88.1,60.75,21.95,-63.37,-34.08,9.98,21.16,25.02,37.15,0,15.99,-0.52
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,28.07,36.09,21.03,27.09,144.93,12.66,83.72,-123.35,14.96,-48.71,21.03,27.09,36.09,0,15.06,-0.2
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.82,37.44,18.12,21.9,21.05,41.4,67.69,1.14,-12.25,-41.56,18.12,21.9,37.44,0,19.32,-0.61
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.66,35.79,22.87,15.33,85.7,42.36,11.75,-52.05,-19.11,5.34,15.33,22.87,35.79,0,20.46,-0.26
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.78,42.11,19.6,21.64,77.47,-19.8,7.88,-37.31,41.05,14.06,19.6,21.64,42.11,0,22.51,-0.82
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.32,36.48,22.58,13.89,54.1,23.1,35.64,-34.55,1.91,-7.25,13.89,22.58,36.48,0,22.59,-0.23
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,151.8,134.97,163.33,157.11,298.35,170.39,216.97,-8.98,-143.99,-77.32,134.97,157.11,163.33,0,28.36,0.56
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,40.48,161.92,4.45,-44.94,302.7,265.57,271.75,-107.31,-294.63,-316.65,-44.94,4.45,161.92,0,206.86,-0.52
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,49.84,165.07,-55.6,40.04,234.65,289.6,319.54,-85.14,-365.87,-243.28,-55.6,40.04,165.07,0,220.67,-0.13
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,56.76,176.51,-55.96,49.73,235.56,325.14,287.28,-80.57,-248.98,-348.15,-55.96,49.73,176.51,0,232.47,-0.09
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,46.68,165.64,34.88,-60.47,236.6,330.86,287.77,-107.69,-333.08,-274.41,-60.47,34.88,165.64,0,226.11,-0.16
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,40.0,163.56,-40.86,-2.69,230.39,308.86,268.92,-77.72,-329.94,-280.49,-40.86,-2.69,163.56,0,204.42,-0.63
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.24,134.32,164.31,158.09,342.33,244.82,295.07,-89.24,-178.18,-158.07,134.32,158.09,164.31,0,29.99,0.59
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.16,160.71,-28.92,-2.31,317.05,251.08,271.26,-90.83,-345.59,-273.49,-28.92,-2.31,160.71,0,189.63,-0.72
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,45.64,-59.51,40.11,156.32,345.99,285.95,261.41,-380.84,-247.99,-127.61,-59.51,40.11,156.32,0,215.83,-0.08
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,61.06,175.38,53.49,-45.69,338.13,241.63,285.28,-110.05,-280.4,-291.42,-45.69,53.49,175.38,0,221.07,-0.1
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,49.63,-53.5,45.7,156.68,361.95,267.18,259.57,-394.22,-107.16,-238.43,-53.5,45.7,156.68,0,210.18,-0.06
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,47.55,155.36,-29.93,17.21,321.03,289.68,265.45,-344.68,-273.89,-114.94,-29.93,17.21,155.36,0,185.29,-0.49
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,19.65,120.69,9.45,-71.2,245.51,319.13,305.19,-151.26,-301.88,-357.75,-71.2,9.45,120.69,0,191.89,-0.16
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,20.73,109.77,-60.38,12.8,218.33,278.7,291.97,-114.0,-265.91,-346.91,-60.38,12.8,109.77,0,170.15,-0.14
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.7,135.48,164.67,157.96,327.81,216.75,274.07,-165.64,-73.47,-121.41,135.48,157.96,164.67,0,29.19,0.54
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,39.57,163.49,0.3,-45.07,213.1,280.15,250.65,-65.05,-246.1,-314.03,-45.07,0.3,163.49,0,208.56,-0.56
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,45.96,165.32,-59.53,32.08,200.22,322.65,265.71,-102.83,-256.33,-291.55,-59.53,32.08,165.32,0,224.85,-0.19
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,51.47,177.75,-62.76,39.43,326.1,182.27,238.81,-51.12,-336.64,-205.0,-62.76,39.43,177.75,0,240.51,-0.15
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,45.78,165.99,31.1,-59.74,160.21,328.21,246.17,-50.38,-354.8,-192.07,-59.74,31.1,165.99,0,225.73,-0.2
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,41.42,163.18,-42.92,3.99,222.93,290.73,316.3,-120.4,-268.97,-316.34,-42.92,3.99,163.18,0,206.1,-0.54
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.7,136.76,165.88,158.46,270.85,143.86,194.55,16.16,-112.35,-51.98,136.76,158.46,165.88,0,29.12,0.49
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,46.07,155.73,-31.91,14.39,272.44,227.65,171.47,-47.49,-257.74,-228.13,-31.91,14.39,155.73,0,187.64,-0.51
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 43C :,-0.634,0.66673,-14.92549,47.41,-56.66,42.06,156.84,147.22,285.73,206.28,-295.41,-148.19,-53.41,-56.66,42.06,156.84,0,213.5,-0.08
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 45C :,-0.61955,0.17925,-14.04083,59.98,175.78,51.2,-47.05,297.67,215.86,206.1,-32.95,-163.42,-343.34,-47.05,51.2,175.78,0,222.83,-0.12
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 47C :,-0.34639,2.64638,-16.01492,47.29,-56.32,41.73,156.47,168.23,295.57,228.69,-296.02,-181.85,-72.75,-56.32,41.73,156.47,0,212.79,-0.08
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 49C :,-0.35573,3.65022,-16.04481,45.83,161.17,-24.93,1.24,230.26,259.77,269.5,-96.08,-244.03,-281.95,-24.93,1.24,161.17,0,186.1,-0.72
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 50C :,-0.07021,2.15851,-16.85674,21.13,-71.4,13.67,121.12,132.72,241.54,267.13,-34.38,-235.64,-307.97,-71.4,13.67,121.12,0,192.52,-0.12
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 51C :,-0.64706,1.98323,-14.92389,28.6,104.59,-56.9,38.12,156.99,296.71,268.61,-86.07,-226.86,-323.58,-56.9,38.12,104.59,0,161.49,0.18
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 57C :,-0.16135,0.19658,-15.68304,29.0,127.84,-28.47,-12.38,235.19,274.31,316.89,-117.82,-282.11,-339.47,-28.47,-12.38,127.84,0,156.31,-0.79
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 52N :,-0.9608,2.63763,-13.83124,168.87,101.57,196.34,208.71,421.29,348.57,308.06,-280.95,-127.81,-162.54,101.57,196.34,208.71,0,107.14,0.77
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 54N :,-0.9621,3.64135,-13.79599,179.8,231.18,182.26,125.97,208.66,320.5,380.03,-26.83,-199.65,-143.29,125.97,182.26,231.18,0,105.21,0.07
KLaL_cation_pi_RCCE_opt_1p2.xyz,Nucleus 59N :,-1.16151,2.14139,-12.97253,179.41,230.8,182.38,125.06,410.34,318.11,363.15,-223.38,-234.65,-95.33,125.06,182.38,230.8,0,105.74,0.08
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.73,34.4,25.04,23.76,-79.22,77.46,18.64,105.49,-47.11,7.94,23.76,25.04,34.4,0,10.64,-0.76
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.89,23.44,27.26,29.97,-58.68,10.24,84.5,83.63,18.08,-57.1,23.44,27.26,29.97,0,6.53,0.17
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.39,29.16,23.26,20.75,-40.11,59.11,97.04,64.88,-33.66,-74.09,20.75,23.26,29.16,0,8.41,-0.4
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,24.84,21.81,25.84,26.88,8.95,94.75,70.94,16.94,-68.46,-48.59,21.81,25.84,26.88,0,5.07,0.59
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.28,29.2,20.64,23.0,131.89,61.14,32.39,-107.48,-36.01,-9.08,20.64,23.0,29.2,0,8.56,-0.45
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.24,23.08,29.56,26.07,16.57,94.39,70.89,9.45,-70.24,-42.35,23.08,26.07,29.56,0,6.48,-0.08
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,27.94,34.69,25.34,23.78,133.3,36.51,63.57,-106.61,-3.48,-39.48,23.78,25.34,34.69,0,10.91,-0.71
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.73,28.11,22.63,20.45,123.89,87.67,37.82,-101.88,-65.28,-11.03,20.45,22.63,28.11,0,7.66,-0.43
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.38,20.9,26.45,25.79,92.54,104.28,35.42,-66.38,-82.95,-9.77,20.9,25.79,26.45,0,5.55,0.76
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,24.0,28.49,23.05,20.47,122.67,24.39,73.74,-99.51,3.07,-52.35,20.47,23.05,28.49,0,8.02,-0.36
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.56,34.33,24.91,23.44,127.43,8.47,30.23,-99.37,22.41,-6.47,23.44,24.91,34.33,0,10.89,-0.73
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.0,23.4,27.56,30.05,4.47,90.98,64.59,22.88,-65.91,-35.99,23.4,27.56,30.05,0,6.65,0.25
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.13,29.02,20.6,22.77,129.86,21.88,4.76,-105.86,3.06,18.69,20.6,22.77,29.02,0,8.42,-0.48
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.56,21.47,25.42,26.79,91.92,-29.4,5.68,-66.37,54.68,17.15,21.47,25.42,26.79,0,5.32,0.48
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.22,29.25,20.62,22.78,-85.48,85.26,17.51,110.65,6.79,-62.1,20.62,22.78,29.25,0,8.63,-0.5
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.13,23.72,30.12,27.55,60.36,-70.53,-18.63,-31.99,94.25,47.92,23.72,27.55,30.12,0,6.4,0.2
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.51,34.4,24.84,23.3,-113.93,58.01,-33.48,138.5,-24.32,57.76,23.3,24.84,34.4,0,11.1,-0.72
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.87,28.33,22.84,20.43,61.17,-87.9,-36.95,-35.54,109.59,61.22,20.43,22.84,28.33,0,7.9,-0.39
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.31,20.83,26.39,25.72,70.18,-35.63,-72.48,-44.61,61.99,93.49,20.83,25.72,26.39,0,5.56,0.76
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.8,28.23,22.74,20.44,65.54,-46.97,-14.03,-39.49,69.96,36.4,20.44,22.74,28.23,0,7.79,-0.41
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,30.7,38.28,28.96,24.87,13.12,117.82,97.99,12.06,-87.43,-61.44,24.87,28.96,38.28,0,13.41,-0.39
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,27.73,21.08,24.98,37.14,-39.45,24.2,76.68,61.73,2.03,-42.0,21.08,24.98,37.14,0,16.06,-0.51
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,28.01,35.9,20.97,27.15,-71.04,29.89,80.02,92.17,4.45,-51.47,20.97,27.15,35.9,0,14.93,-0.17
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,30.77,38.46,28.82,25.04,13.89,44.65,103.95,-78.39,15.11,-6.89,25.04,28.82,38.46,0,13.42,-0.44
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,27.73,37.11,21.1,24.97,87.2,60.15,21.89,-62.47,-33.55,9.96,21.1,24.97,37.11,0,16.01,-0.52
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,27.97,20.94,35.88,27.09,145.16,13.11,83.0,-123.68,14.55,-48.23,20.94,27.09,35.88,0,14.94,-0.18
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.81,37.45,18.09,21.9,20.91,41.2,67.7,1.39,-12.08,-41.69,18.09,21.9,37.45,0,19.36,-0.61
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.67,35.8,22.9,15.3,85.81,42.64,11.55,-52.19,-19.29,5.48,15.3,22.9,35.8,0,20.5,-0.26
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.79,42.09,19.62,21.65,77.55,-19.86,7.85,-37.39,41.11,14.09,19.62,21.65,42.09,0,22.47,-0.82
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.32,36.49,22.62,13.85,54.14,35.28,23.22,-34.66,1.74,-6.76,13.85,22.62,36.49,0,22.64,-0.23
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,151.77,134.94,163.32,157.05,298.45,170.43,216.15,-8.99,-144.07,-76.66,134.94,157.05,163.32,0,28.38,0.56
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,40.3,161.87,4.19,-45.16,304.2,264.8,272.14,-106.94,-296.27,-317.03,-45.16,4.19,161.87,0,207.03,-0.52
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,50.04,164.99,-55.28,40.41,236.75,288.58,319.5,-86.53,-365.5,-242.69,-55.28,40.41,164.99,0,220.27,-0.13
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,56.89,176.37,-55.76,50.07,237.41,323.42,286.85,-81.69,-247.53,-347.77,-55.76,50.07,176.37,0,232.13,-0.09
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,46.87,165.55,35.21,-60.16,236.58,287.67,329.44,-107.38,-332.13,-273.58,-60.16,35.21,165.55,0,225.71,-0.15
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,39.82,163.51,-41.06,-2.99,230.74,269.02,307.45,-77.9,-329.55,-280.29,-41.06,-2.99,163.51,0,204.57,-0.63
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.21,134.29,164.31,158.04,342.59,244.53,295.55,-88.98,-178.43,-158.62,134.29,158.04,164.31,0,30.02,0.58
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.12,160.68,-29.01,-2.32,317.28,251.12,273.12,-91.22,-345.93,-275.0,-29.01,-2.32,160.68,0,189.69,-0.72
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,45.71,-59.49,40.35,156.26,345.09,286.46,261.56,-379.76,-248.33,-127.88,-59.49,40.35,156.26,0,215.75,-0.07
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,61.16,175.3,53.78,-45.59,337.94,242.58,285.8,-110.48,-280.17,-292.18,-45.59,53.78,175.3,0,220.89,-0.1
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,49.67,-53.49,45.9,156.61,360.79,267.11,260.79,-393.72,-107.77,-238.18,-53.49,45.9,156.61,0,210.1,-0.05
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,47.58,155.33,-29.89,17.29,320.4,289.71,266.28,-344.15,-273.8,-115.71,-29.89,17.29,155.33,0,185.22,-0.49
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,19.51,120.64,9.32,-71.42,244.18,307.91,320.99,-150.02,-303.39,-361.13,-71.42,9.32,120.64,0,192.06,-0.16
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,20.65,109.72,-60.59,12.82,217.64,279.55,291.78,-113.84,-266.13,-347.04,-60.59,12.82,109.72,0,170.31,-0.14
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.68,135.48,164.67,157.9,327.86,216.95,274.13,-165.66,-73.48,-121.75,135.48,157.9,164.67,0,29.19,0.54
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,39.46,163.46,0.05,-45.12,212.47,280.35,250.61,-64.74,-246.08,-314.23,-45.12,0.05,163.46,0,208.58,-0.57
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,46.07,165.25,-59.29,32.26,201.65,321.96,265.6,-103.1,-256.28,-291.61,-59.29,32.26,165.25,0,224.54,-0.18
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,51.49,177.64,-62.66,39.49,325.61,183.83,238.66,-52.01,-336.48,-205.14,-62.66,39.49,177.64,0,240.3,-0.15
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,45.9,165.91,31.26,-59.47,162.67,327.8,246.68,-52.0,-354.71,-192.74,-59.47,31.26,165.91,0,225.38,-0.19
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,41.32,163.14,-42.95,3.77,223.22,291.21,317.19,-120.88,-269.79,-316.99,-42.95,3.77,163.14,0,206.09,-0.55
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.68,136.76,165.88,158.4,270.75,143.89,194.89,16.25,-112.32,-52.42,136.76,158.4,165.88,0,29.12,0.49
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,46.1,155.69,-31.85,14.47,272.42,227.35,172.43,-46.98,-259.07,-227.84,-31.85,14.47,155.69,0,187.54,-0.51
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 43C :,-0.634,0.76673,-14.92549,47.48,-56.62,42.29,156.78,149.04,285.44,206.55,-294.99,-150.54,-53.06,-56.62,42.29,156.78,0,213.4,-0.07
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 45C :,-0.61955,0.27925,-14.04083,60.07,175.69,51.48,-46.97,295.99,216.44,205.43,-32.53,-163.81,-341.32,-46.97,51.48,175.69,0,222.66,-0.12
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 47C :,-0.34639,2.74638,-16.01492,47.33,-56.33,41.93,156.4,170.03,294.51,228.15,-295.22,-182.98,-72.49,-56.33,41.93,156.4,0,212.73,-0.08
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 49C :,-0.35573,3.75022,-16.04481,45.77,161.14,-25.05,1.22,230.08,259.47,266.22,-95.56,-242.77,-280.12,-25.05,1.22,161.14,0,186.19,-0.72
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 50C :,-0.07021,2.25851,-16.85674,21.01,-71.59,13.56,121.07,130.5,237.8,266.09,-33.93,-233.35,-304.06,-71.59,13.56,121.07,0,192.66,-0.12
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 51C :,-0.64706,2.08323,-14.92389,28.61,104.55,-56.91,38.18,156.85,296.82,268.32,-85.88,-226.82,-323.48,-56.91,38.18,104.55,0,161.46,0.18
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 57C :,-0.16135,0.29658,-15.68304,28.99,127.5,-28.14,-12.4,234.81,273.85,316.26,-117.75,-281.58,-338.62,-28.14,-12.4,127.5,0,155.64,-0.8
KLaL_cation_pi_RCCE_opt_1p3.xyz,Nucleus 52N :,-0.9608,2.73763,-13.83124,168.38,101.27,195.66,208.22,421.16,348.19,308.42,-280.84,-129.34,-162.44,101.27,195.66,208.22,0,106.95,0.77
